"name","stat","opt","value","lb","gap.bkv.","gap.lb.","time","nodes","iterations","type"
"MITCHELL.IN2-26","PROV","OPT",5,5,0,0,0.01,0,91,"Standard"
"MITCHELL.IN2-35","PROV","OPT",3,3,0,0,0.02,0,103,"Standard"
"MITCHELL.IN2-39","PROV","OPT",3,3,0,0,0.01,0,82,"Standard"
"MUKHERJE.IN2-222","PROV","OPT",20,20,0,0,0.28,0,896,"Standard"
"MUKHERJE.IN2-234","PROV","OPT",19,19,0,0,0.24,0,829,"Standard"
"MUKHERJE.IN2-248","PROV","OPT",18,18,0,0,0.24,0,772,"Standard"
"MUKHERJE.IN2-263","PROV","OPT",17,17,0,0,0.21,0,543,"Standard"
"MUKHERJE.IN2-281","PROV","OPT",16,16,0,0,0.18,0,666,"Standard"
"MUKHERJE.IN2-301","PROV","OPT",15,15,0,0,0.16,0,602,"Standard"
"MUKHERJE.IN2-324","PROV","OPT",14,14,0,0,0.19,0,715,"Standard"
"MUKHERJE.IN2-351","PROV","OPT",13,13,0,0,0.18,0,673,"Standard"
"ROSZIEG.IN2-14","PROV","OPT",10,10,0,0,0.03,0,131,"Standard"
"ROSZIEG.IN2-16","PROV","OPT",8,8,0,0,0.13,0,428,"Standard"
"ROSZIEG.IN2-18","PROV","OPT",7,7,0,0,0.11,0,556,"Standard"
"ROSZIEG.IN2-21","PROV","OPT",6,6,0,0,0.02,0,98,"Standard"
"ROSZIEG.IN2-25","PROV","OPT",6,6,0,0,0.02,0,142,"Standard"
"ROSZIEG.IN2-32","PROV","OPT",4,4,0,0,0.01,0,88,"Standard"
"SAWYER30.IN2-27","PROV","OPT",13,13,0,0,0.27,86,2563,"Standard"
"SAWYER30.IN2-33","PROV","OPT",10,10,0,0,0.16,0,223,"Standard"
"SAWYER30.IN2-41","PROV","OPT",8,8,0,0,0.08,0,194,"Standard"
"SAWYER30.IN2-47","PROV","OPT",7,7,0,0,0.08,0,194,"Standard"
"SAWYER30.IN2-54","PROV","OPT",6,6,0,0,0.21,401,4009,"Standard"
"SAWYER30.IN2-75","PROV","OPT",5,5,0,0,0.02,0,120,"Standard"
"TONGE70.IN2-364","PROV","OPT",10,10,0,0,0.11,0,419,"Standard"
"TONGE70.IN2-410","PROV","OPT",9,9,0,0,0.1,0,445,"Standard"
"TONGE70.IN2-468","PROV","OPT",8,8,0,0,0.08,0,311,"Standard"
"TONGE70.IN2-527","PROV","OPT",7,7,0,0,0.07,0,352,"Standard"

